phase,trade_id,action,entry_time,exit_time,entry_price,exit_price,size,stop_loss,take_profit,pnl,pnl_pct,net_pnl,net_pnl_pct,exit_reason,conviction,regime,reasoning
baseline,BT-202503300400-33,LONG,2025-03-30T04:00:00+00:00,2025-03-31T00:30:00+00:00,83042.8,81381.944,0.01556676,81381.944,87194.94,-25.85414675,-0.02,-28.15775639,-0.00563155,STOP_LOSS,95,BULL_TREND,"BULL_TREND: state_conf=0.99, trend_strength=1.00, adx=33.6, hurst=1.00"
baseline,BT-202504051600-34,SHORT,2025-04-05T16:00:00+00:00,2025-04-06T22:00:00+00:00,82576.5,78447.675,0.0557556,84228.03,78447.675,230.20511517,0.05,222.12496167,0.04442499,TAKE_PROFIT,95,BEAR_TREND,"BEAR_TREND: state_conf=1.00, trend_strength=1.00, adx=11.1, hurst=1.00"
baseline,BT-202504072000-35,SHORT,2025-04-07T20:00:00+00:00,2025-04-07T22:00:00+00:00,78093.7,79655.574,0.08621917,79655.574,74189.015,-134.66347992,-0.02,-146.90441718,-0.02938088,STOP_LOSS,90,BEAR_TREND,"BEAR_TREND: state_conf=0.50, trend_strength=1.00, adx=23.5, hurst=1.00"
baseline,BT-202504080800-36,SHORT,2025-04-08T08:00:00+00:00,2025-04-09T01:00:00+00:00,79448.5,75476.075,0.08305394,81037.47,75476.075,329.9255476,0.05,318.34522687,0.06366905,TAKE_PROFIT,95,BEAR_TREND,"BEAR_TREND: state_conf=0.99, trend_strength=1.00, adx=20.6, hurst=1.00"
baseline,BT-202504091200-37,SHORT,2025-04-09T12:00:00+00:00,2025-04-09T13:30:00+00:00,76204.1,77728.182,0.09091947,77728.182,72393.895,-138.56872768,-0.02,-151.16465274,-0.03023293,STOP_LOSS,95,BEAR_TREND,"BEAR_TREND: state_conf=1.00, trend_strength=1.00, adx=21.8, hurst=1.00"
baseline,BT-202504091600-38,SHORT,2025-04-09T16:00:00+00:00,2025-04-09T17:15:00+00:00,77237.5,78782.25,0.08790895,78782.25,73375.625,-135.79735051,-0.02,-148.14135683,-0.02962827,STOP_LOSS,95,BEAR_TREND,"BEAR_TREND: state_conf=1.00, trend_strength=1.00, adx=21.6, hurst=1.00"
baseline,BT-202504102000-39,SHORT,2025-04-10T20:00:00+00:00,2025-04-11T06:45:00+00:00,79611.1,81203.322,0.08358219,81203.322,75630.545,-133.08140173,-0.02,-145.17852776,-0.02903571,STOP_LOSS,95,BEAR_TREND,"BEAR_TREND: state_conf=1.00, trend_strength=1.00, adx=18.0, hurst=1.00"
baseline,BT-202504110800-40,SHORT,2025-04-11T08:00:00+00:00,2025-04-11T10:30:00+00:00,81213.7,82837.974,0.08029419,82837.974,77153.015,-130.41976517,-0.02,-142.27494791,-0.02845499,STOP_LOSS,95,BEAR_TREND,"BEAR_TREND: state_conf=1.00, trend_strength=1.00, adx=15.0, hurst=1.00"
baseline,BT-202504111200-41,SHORT,2025-04-11T12:00:00+00:00,2025-04-11T17:30:00+00:00,82096.5,83738.43,0.07784216,83738.43,77991.675,-127.81137777,-0.02,-139.42945757,-0.02788589,STOP_LOSS,95,BEAR_TREND,"BEAR_TREND: state_conf=1.00, trend_strength=1.00, adx=15.0, hurst=1.00"
baseline,BT-202504120000-42,SHORT,2025-04-12T00:00:00+00:00,2025-04-12T14:30:00+00:00,83378.3,85045.866,0.07511256,85045.866,79209.385,-125.25515123,-0.02,-136.64086953,-0.02732817,STOP_LOSS,95,BEAR_TREND,"BEAR_TREND: state_conf=1.00, trend_strength=1.00, adx=16.1, hurst=1.00"
baseline,BT-202504121600-43,SHORT,2025-04-12T16:00:00+00:00,2025-04-15T16:00:00+00:00,84974.1,84871.9,0.07222792,86673.582,80725.395,7.38169342,0.00120272,-3.65916607,-0.00073183,MAX_DURATION,95,BEAR_TREND,"BEAR_TREND: state_conf=1.00, trend_strength=1.00, adx=18.2, hurst=1.00"
baseline,BT-202504180800-44,SHORT,2025-04-18T08:00:00+00:00,2025-04-21T00:15:00+00:00,84622.9,86315.358,0.06208575,86315.358,80391.755,-105.07752427,-0.02,-114.62909225,-0.02292582,STOP_LOSS,95,BEAR_TREND,"BEAR_TREND: state_conf=1.00, trend_strength=1.00, adx=19.3, hurst=1.00"
baseline,BT-202504222000-45,LONG,2025-04-22T20:00:00+00:00,2025-04-25T20:00:00+00:00,91356.3,95229.3,0.06611264,89529.174,95924.115,256.05425472,0.04239445,244.95220599,0.04899044,MAX_DURATION,95,BULL_TREND,"BULL_TREND: state_conf=1.00, trend_strength=1.00, adx=32.8, hurst=1.00"
baseline,BT-202504260000-46,LONG,2025-04-26T00:00:00+00:00,2025-04-29T00:00:00+00:00,94591.8,94969.0,0.06655821,92699.964,99321.39,25.10575681,0.00398766,13.75061705,0.00275012,MAX_DURATION,95,BULL_TREND,"BULL_TREND: state_conf=0.98, trend_strength=1.00, adx=42.9, hurst=1.00"
baseline,BT-202504291600-47,LONG,2025-04-29T16:00:00+00:00,2025-04-30T14:00:00+00:00,94790.6,92894.788,0.06668347,92894.788,99530.13,-126.41932263,-0.02,-137.68330956,-0.02753666,STOP_LOSS,94,BULL_TREND,"BULL_TREND: state_conf=0.68, trend_strength=1.00, adx=28.5, hurst=1.00"
baseline,BT-202505011200-48,LONG,2025-05-01T12:00:00+00:00,2025-05-04T12:00:00+00:00,96130.0,95376.0,0.06443927,94207.4,100936.5,-48.58720958,-0.00784355,-59.69367545,-0.01193874,MAX_DURATION,95,BULL_TREND,"BULL_TREND: state_conf=1.00, trend_strength=1.00, adx=19.6, hurst=1.00"
baseline,BT-202505070000-49,LONG,2025-05-07T00:00:00+00:00,2025-05-08T17:15:00+00:00,96798.9,101638.845,0.06349204,94862.922,101638.845,307.29798154,0.05,295.95874748,0.05919175,TAKE_PROFIT,95,BULL_TREND,"BULL_TREND: state_conf=0.93, trend_strength=1.00, adx=23.6, hurst=1.00"
baseline,BT-202505082000-50,LONG,2025-05-08T20:00:00+00:00,2025-05-11T20:00:00+00:00,101254.3,104373.8,0.06373317,99229.214,106317.015,198.81562382,0.03080857,187.02086599,0.03740417,MAX_DURATION,95,BULL_TREND,"BULL_TREND: state_conf=1.00, trend_strength=1.00, adx=30.8, hurst=1.00"
baseline,BT-202505120400-51,LONG,2025-05-12T04:00:00+00:00,2025-05-12T18:00:00+00:00,104064.0,101982.72,0.06392291,101982.72,109267.2,-133.04147412,-0.02,-144.89549608,-0.0289791,STOP_LOSS,95,BULL_TREND,"BULL_TREND: state_conf=0.78, trend_strength=1.00, adx=58.6, hurst=1.00"
baseline,BT-202505122000-52,LONG,2025-05-12T20:00:00+00:00,2025-05-15T20:00:00+00:00,101812.9,103107.1,0.06402953,99776.642,106903.545,82.86701773,0.01271155,71.05819614,0.01421164,MAX_DURATION,95,BULL_TREND,"BULL_TREND: state_conf=0.99, trend_strength=1.00, adx=54.2, hurst=1.00"
baseline,BT-202505190400-53,LONG,2025-05-19T04:00:00+00:00,2025-05-21T14:45:00+00:00,103569.5,108747.975,0.06374366,101498.11,108747.975,330.09494972,0.05,317.91451209,0.0635829,TAKE_PROFIT,93,BULL_TREND,"BULL_TREND: state_conf=0.70, trend_strength=1.00, adx=17.8, hurst=1.00"
baseline,BT-202505231600-54,LONG,2025-05-23T16:00:00+00:00,2025-05-25T09:30:00+00:00,108892.5,106714.65,0.06365906,106714.65,114337.125,-138.63988382,-0.02,-150.9927252,-0.03019855,STOP_LOSS,95,BULL_TREND,"BULL_TREND: state_conf=0.91, trend_strength=1.00, adx=35.7, hurst=1.00"
baseline,BT-202505260000-55,LONG,2025-05-26T00:00:00+00:00,2025-05-28T20:00:00+00:00,108956.0,106776.88,0.06234952,106776.88,114403.8,-135.86708602,-0.02,-147.97287056,-0.02959457,STOP_LOSS,95,BULL_TREND,"BULL_TREND: state_conf=0.97, trend_strength=1.00, adx=20.3, hurst=1.00"
baseline,BT-202505290000-56,LONG,2025-05-29T00:00:00+00:00,2025-05-29T23:45:00+00:00,107723.1,105568.638,0.06180185,105568.638,113109.255,-133.14973735,-0.02,-145.01340558,-0.02900268,STOP_LOSS,95,BULL_TREND,"BULL_TREND: state_conf=0.96, trend_strength=1.00, adx=20.7, hurst=1.00"
baseline,BT-202505302000-57,LONG,2025-05-30T20:00:00+00:00,2025-06-02T20:00:00+00:00,104597.6,104366.5,0.06237559,102505.648,109827.48,-14.41499885,-0.00220942,-26.14583486,-0.00522917,MAX_DURATION,95,BULL_TREND,"BULL_TREND: state_conf=0.71, trend_strength=1.00, adx=31.4, hurst=1.00"
baseline,BT-202506040000-58,SHORT,2025-06-04T00:00:00+00:00,2025-06-07T00:00:00+00:00,105330.1,104240.1,0.00908533,107436.702,100063.595,9.9030097,0.01034842,8.1893987,0.00163788,MAX_DURATION,95,BEAR_TREND,"BEAR_TREND: state_conf=0.97, trend_strength=1.00, adx=22.9, hurst=1.00"
