phase,timestamp,balance,equity,drawdown_pct,open_positions
baseline,2025-12-04T12:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-04T16:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-04T20:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-05T00:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-05T04:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-05T08:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-05T12:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-05T16:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-05T20:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-06T00:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-06T04:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-06T08:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-06T12:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-06T16:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-06T20:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-07T00:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-07T04:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-07T08:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-07T12:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-07T16:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-07T20:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-08T00:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-08T04:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-08T08:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-08T12:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-08T16:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-08T20:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-09T00:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-09T04:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-09T08:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-09T12:00:00+00:00,5000.0,5000.0,0.0,0
baseline,2025-12-09T16:00:00+00:00,5000.0,5000.0,0.0,0
