1772323200000000,67049.54000000,68190.46000000,65148.79000000,65852.23000000,5.57889000,1772409599999999,370945.53179940,2020,3.29034000,217622.16540050,0
1772409600000000,65958.92000000,70113.46000000,65299.70000000,68947.36000000,17.28258000,1772495999999999,1172522.45796250,5119,6.19875000,423185.79299300,0
1772496000000000,68831.82000000,69213.90000000,66290.10000000,68284.50000000,3.95889000,1772582399999999,268581.32275370,2726,1.62520000,110222.68777540,0
1772582400000000,68262.52000000,74090.50000000,67363.96000000,72752.18000000,17.29022000,1772668799999999,1214272.20216350,4735,7.09321000,500823.37985730,0
1772668800000000,72734.62000000,73539.98000000,70665.85000000,70807.74000000,4.39830000,1772755199999999,318355.05881110,1501,3.02154000,219180.03972200,0
1772755200000000,70930.29000000,71326.39000000,67793.54000000,68170.00000000,2.04008000,1772841599999999,141538.20166240,1144,0.89234000,62051.48560150,0
1772841600000000,68187.44000000,68501.97000000,66961.19000000,67287.00000000,1.25719000,1772927999999999,85185.09136770,406,0.93602000,63501.91348920,0
1772928000000000,67346.98000000,68195.11000000,65677.13000000,65975.87000000,5.00771000,1773014399999999,332680.24993520,941,2.39573000,159564.01719820,0
1773014400000000,65994.77000000,69487.61000000,65885.83000000,68442.59000000,2.21252000,1773100799999999,151255.67486660,2006,1.33672000,91249.16136930,0
1773100800000000,68414.53000000,71763.87000000,68411.58000000,69904.46000000,3.01605000,1773187199999999,212161.73308030,1188,1.89046000,133255.35501880,0
1773187200000000,69935.23000000,71294.43000000,69000.00000000,70220.97000000,1.89143000,1773273599999999,132935.68143250,1165,1.26063000,88902.77861480,0
1773273600000000,70220.97000000,70760.74000000,69301.68000000,70534.31000000,1.68114000,1773359999999999,117887.44390150,916,1.16338000,81656.47849040,0
1773360000000000,70455.08000000,73929.98000000,70455.08000000,70926.22000000,6.79740000,1773446399999999,488771.78070190,1738,2.82320000,203951.82397570,0
1773446400000000,70908.39000000,71581.61000000,70398.89000000,71212.60000000,1.00085000,1773532799999999,71066.78459400,305,0.81599000,58004.73869600,0
1773532800000000,71168.24000000,73187.75000000,70901.45000000,72691.23000000,1.19372000,1773619199999999,86068.90362640,451,0.86922000,62802.47112660,0
1773619200000000,72919.75000000,74935.34000000,72128.59000000,74854.21000000,8.01282000,1773705599999999,590895.71884820,1592,6.72763000,496750.08688700,0
1773705600000000,74722.36000000,75954.03000000,73401.04000000,73906.16000000,3.08867000,1773791999999999,230194.03773690,1404,1.65517000,123431.85117430,0
1773792000000000,73978.27000000,74603.96000000,70501.74000000,71271.70000000,4.20581000,1773878399999999,302802.53168970,878,2.48992000,179132.27152140,0
1773878400000000,71207.23000000,71546.52000000,68825.94000000,69988.56000000,8.28692000,1773964799999999,577474.93835870,1248,5.76380000,401576.55772360,0
1773964800000000,69937.26000000,71250.92000000,69420.09000000,70474.42000000,2.65525000,1774051199999999,186357.07359000,759,1.12943000,79317.36025060,0
1774051200000000,70515.33000000,71018.70000000,68556.21000000,68898.29000000,1.99594000,1774137599999999,138934.98365370,739,0.88098000,61372.23397200,0
1774137600000000,68858.41000000,69576.32000000,67387.85000000,67839.87000000,2.30036000,1774223999999999,157048.61721990,879,1.08866000,74397.73280480,0
1774224000000000,67920.62000000,71806.58000000,67477.29000000,70927.09000000,7.03569000,1774310399999999,493445.64341920,2252,3.30832000,231942.06821450,0
1774310400000000,70951.39000000,71325.00000000,68927.72000000,70553.39000000,1.75195000,1774396799999999,123320.92312770,757,1.10555000,77790.23436750,0
1774396800000000,70707.86000000,71967.20000000,70427.34000000,71335.51000000,2.55040000,1774483199999999,181635.09649790,954,1.53565000,109445.47189600,0
1774483200000000,71307.68000000,71391.36000000,68127.38000000,68834.86000000,2.64752000,1774569599999999,183491.85787330,2051,1.74942000,121281.32548020,0
1774569600000000,68823.99000000,69149.45000000,65571.07000000,66404.11000000,19.99358000,1774655999999999,1334680.62497820,3688,4.31516000,289384.38152050,0
1774656000000000,66362.10000000,67154.86000000,65896.14000000,66410.14000000,2.13980000,1774742399999999,142797.36544720,639,0.87881000,58630.29364270,0
1774742400000000,66477.53000000,67099.58000000,65025.26000000,65932.30000000,2.12207000,1774828799999999,140240.35093140,980,0.59931000,39728.51704630,0
1774828800000000,65919.66000000,68123.25000000,65885.83000000,66759.54000000,2.30826000,1774915199999999,154960.76770910,1372,1.70777000,114650.17756900,0
1774915200000000,66632.61000000,68515.23000000,65991.70000000,68224.90000000,5.01972000,1775001599999999,339681.71528080,1543,3.40193000,230743.93574370,0
